lfd;Kurzform;Ortsname_BadWB;Lat;Lon
1469;Stühlgn;Stühlingen;47.746969;8.447434
1470;Stupferich;Stupferich;48.952799;8.50788
1471;Suggent.;Suggental;48.072375;7.926863
1472;Sulz;Sulz;48.310608;7.861203
1473;Sulzb. (Ettl.);Sulzbach (Ettl.);48.89689;8.368922
1474;Sulzb. (Gernsb.);Sulzbach (Gernsb.);48.807008;8.361079
1475;Sulzb. (Haus.);Sulzbach (Haus.);48.247028;8.196989
1476;Sulzb. (Mosb.);Sulzbach (Mosb.);49.350028;9.221194
1477;Sulzb. (Oberk.);Sulzbach (Oberk.);48.512522;8.152779
1478;Sulzb. (Weinh.);Sulzbach (Weinh.);49.578811;8.658931
1479;Sulzburg;Sulzburg;47.840498;7.708152
1480;Sulzf.;Sulzfeld;49.104594;8.85606
1481;Sumpfohren;Sumpfohren;47.908168;8.537842
1482;Sundhm;Sundheim;48.55836;7.83574
1483;Sunthsn;Sunthausen;48.000672;8.591877
1484;Tairnb.;Tairnbach;49.264052;8.756999
1485;Taisersd.;Taisersdorf;47.850003;9.214725
1486;Talhm;Talheim;47.816411;8.638867
1487;Tannenk.;Tannenkirch;47.711644;7.606038
1488;Tannhm;Tannheim;47.999106;8.409477
1489;Tauberbisch.;Tauberbischofsheim;49.622913;9.662477
1490;Tegernau;Tegernau;47.719337;7.795049
1491;Tengen;Tengen;47.816504;8.659341
1492;Teningen;Teningen;48.126908;7.809927
1493;Tennenb.;Tennenbach;48.145625;7.894909
1494;Tennenbronn;Tennenbronn;48.190452;8.350977
1495;Teutschneureut (=Neureut);Teutschneureut (auch Neureut);49.045848;8.378405
1496;Tiefenb.;Tiefenbach;49.175525;8.796467
1497;Tiefenbronn;Tiefenbronn;48.824105;8.801064
1498;Tiefenhäusern;Tiefenhäusern;47.701933;8.147119
1499;Tiefenstein;Tiefenstein;47.626612;8.085263
1500;Tiengen (Freib.);Tiengen (Freib.);47.984129;7.715146
1501;Tiengen (Waldsh.);Tiengen (Waldsh.);47.634699;8.274537
1502;Tiergarten;Tiergarten;48.557705;8.065641
1503;Titisee;Titisee;47.90116;8.149956
1504;Todtm.;Todtmoos;47.738742;8.001397
1505;Todtm.-Au;Todtmoos-Au;47.69699;7.979623
1506;Todtm.-Schwarzenb.;Todtmoos-Schwarzenbach;47.721244;7.987345
1507;Todtm.-Weg;Todtmoos-Weg;47.754954;7.989425
1508;Todtnau;Todtnau;47.830253;7.945254
1509;Todtnaubg;Todtnauberg;47.851725;7.941624
1510;Treschklgn;Treschklingen;49.225952;9.055782
1511;Tribg;Triberg;48.132279;8.234163
1512;Trienz;Trienz;49.440425;9.1699
1513;Tüfgn;Tüfingen;47.775007;9.240868
1514;Tüllgn;Tüllingen;47.602461;7.644603
1515;Tumrgn;Tumringen;47.626838;7.653618
1516;Tunau;Tunau;47.786483;7.924208
1517;Tunsel;Tunsel;47.903817;7.669396
1518;Tutschf.;Tutschfelden;48.215366;7.808321
1519;Übelb.;Übelbach;48.3369353;8.2562692
1520;Überauchen;Überauchen;48.0125881;8.4534943
1521;Überlgn a. B.;Überlingen a. B.;47.766944;9.162036
1522;Überlgn a. R.;Überlingen a. Ried;47.7381909;8.8971061
1523;Ubst.;Ubstadt;49.1614286;8.6306975
1524;Uhldgn;Uhldingen;47.73642045;9.252656517
1525;Ühlgn;Ühlingen;47.7185032;8.317351
1526;Uiffgn;Uiffingen;49.501862;9.59284
1527;Uissighm;Uissigheim;49.6794365;9.5732237
1528;Uffhsn;Uffhausen;47.9801106;7.8057275
1529;Ulm (Bühl);Ulm (Bühl);48.727587;8.015
1530;Ulm (Oberk.);Ulm (Oberk.);48.57878;8.049888
1531;Umk.;Umkirch;48.0335555;7.7649061
1532;Unadgn;Unadingen;47.8807628;8.4070082
1533;U.alpfen;Unteralpfen;47.6469308;8.1320457
1534;U.balb.;Unterbalbach;49.528493;9.7464144
1535;U.baldgn;Unterbaldingen;47.9688506;8.6138255
1536;U.biederb.;Unterbiederbach;48.191724;8.043454
1537;U.bränd;Unterbränd;47.9335954;8.3585739
1538;U.entersb.;Unterentersbach;48.3290137;8.0530716
1539;U.gimpern;Untergimpern;49.2692493;9.0137265
1540;U.glottert.;Unterglottertal;48.0504518;7.9366874
1541;U.gromb.;Untergrombach;49.0864707;8.5542487
1542;U.harmersb.;Unterharmersbach;48.3551934;8.0884324
1543;U.ibent.;Unteribental;47.9811078;8.0069588
1544;U.kessach;Unterkessach;49.3458317;9.4383878
1545;U.kirnach;Unterkirnach;48.0777092;8.3659473
1546;U.krummen;Unterkrummen;47.8194432;8.1392068
1547;U.lauchrgn;Unterlauchringen;47.6298972;8.306192367
1548;U.mettgn;Untermettingen;47.7022301;8.3452123
1549;U.münstert.;Untermünstertal;47.86083;7.796698
1550;U.öwishm;Unteröwisheim;49.1433658;8.6660296
1551;U.precht.;Unterprechtal;48.199666;8.109315
1552;U.schefflenz;Unterschefflenz;49.3913011;9.2686117
1553;U.scheident.;Unterscheidental;49.5032903;9.1629634
1554;U.schüpf;Unterschüpf;49.514473;9.6885908
1555;U.schwand.;Unterschwandorf;47.958133;8.982926
1556;U.schwarzach;Unterschwarzach;49.3734859;8.9829513
1557;U.siggingen;Untersiggingen;47.7761989;9.3783899
1558;U.simonswald;Untersimonswald;48.111983;8.032394
1559;U.spitzenb.;Unterspitzenbach;48.1626004;8.0167902
1560;Unterstmatt;Unterstmatt;48.629078;8.206837
1561;U.uhldgn;Unteruhldingen;47.721956;9.232635
1562;U.wangen;Unterwangen;47.780126;8.392062
1563;U.wittighsn;Unterwittighausen;49.612263;9.837754
1564;U.wittst.;Unterwittstadt;49.410374;9.5496
1565;Unzh.;Unzhurst;48.6873101;8.0581589
1566;Urach;Urach;48.005483;8.249362
1567;Urbg;Urberg;47.734951;8.12406
1568;Urloffen;Urloffen;48.5606801;7.9698734
1569;Urnau;Urnau;47.763795;9.431454
1570;Urphar;Urphar;49.7482509;9.5740266
1571;Ursenb.;Ursenbach;49.4943091;8.7238412
1572;Uttenhfn;Uttenhofen;47.80767;8.633329
1573;Uttnach;Uttnach;47.7103628;7.6081502
1574;Utzenf.;Utzenfeld;47.8006378;7.9153864
1575;Varnhalt;Varnhalt;48.7360832;8.1787874
1576;Vilchband;Vilchband;49.5905125;9.8243698
1577;Villgn;Villingen;48.0596619;8.4598995
1578;Vimbuch;Vimbuch;48.7196031;8.1138218
1579;Vockenrot;Vockenrot;49.7491179;9.487416
1580;Vogelb. (Kandern);Vogelbach (Kandern);47.743034;7.704125
1581;Vogelb. (St. Blasien);Vogelbach (St. Blasien);47.686262;8.09625
1582;Vögishm;Vögisheim;47.7926;7.621871
1583;Vogtsburg;Vogtsburg;48.092249;7.684702
1584;Vöhrenb.;Vöhrenbach;48.0458156;8.3039184
1585;Völkersb.;Völkersbach;48.8700689;8.3962452
1586;Volkertshsn;Volkertshausen;47.8216419;8.8651353
1587;Volkertswlr;Volkertsweiler;47.9436444;9.0083709
1588;Vordertodtm.;Vordertodtmoos;47.743362;8.00368
1589;Vormbg;Vormberg;48.7555046;8.1786952
1590;Vörstet.;Vörstetten;48.0645765;7.8493979
1591;Wagenschwend;Wagenschwend;49.4734161;9.1489873
1592;Wagenst.;Wagenstadt;48.2076295;7.7952327
1593;Wagensteig;Wagensteig;47.984859;8.04700414
1594;Waghäusel;Waghäusel;49.2485721;8.516277
1595;Wagsh.;Wagshurst;48.6204826;7.9934091
1596;Wahlwies;Wahlwies;47.816843;8.9673114
1597;Waibst.;Waibstadt;49.2978738;8.9205595
1598;Waldangelloch;Waldangelloch;49.211811;8.80442
1599;Waldau;Waldau;47.981826;8.16475
1600;Waldauerb.;Waldauerbach;49.5253942;9.1568999
1601;Waldbeuren;Waldbeuren;47.910488;9.3470733
1602;Waldenhsn;Waldenhausen;49.7440111;9.523011
1603;Waldhsn (Buchen);Waldhausen (Buchen);49.4680835;9.2579618
1604;Waldhsn (Donauesch.);Waldhausen (Donauesch.);47.92908;8.402239
1605;Waldhilsb.;Waldhilsbach;49.3730795;8.7704417
1606;Waldk. (Elzt.);Waldkirch (Elzt.);48.09387;7.96088
1607;Waldk. (Waldsh.);Waldkirch (Waldsh.);47.659314;8.171794
1608;Waldmühlb.;Waldmühlbach;49.3619061;9.2829119
1609;Waldprechtsw.;Waldprechtsweier;48.8615013;8.332844
1610;Waldsh.;Waldshut;47.6246179;8.2120605
1611;Waldstet.;Waldstetten;49.565786;9.448314
1612;Waldulm;Waldulm;48.5863653;8.1028145
1613;Waldwimmersb.;Waldwimmersbach;49.3754358;8.8937437
1614;Wallb.;Wallbach;47.5670425;7.9147767
1615;Wallburg;Wallburg;48.2641844;7.8573999
1616;Walld.;Walldorf;49.3038134;8.6433518
1617;Walldürn;Walldürn;49.5833;9.36667
1618;Wallst.;Wallstadt;49.497018;8.5489923
1619;Waltershfn;Waltershofen;48.024099;7.719295
1620;Waltersw.;Waltersweier;48.4857359;7.9177639
1621;Wamb.;Wambach;47.7415344;7.7490554
1622;Wangen (Höri);Wangen (Höri);47.662098;8.930025
1623;Wangen (Überlgn);Wangen (Überlgn);47.727123;9.369615
1624;Warmb.;Warmbach;47.5533761;7.765418
1625;Wartenbg;Wartenberg;47.925252;8.617148
1626;Wasenwlr;Wasenweiler;48.0512375;7.6806838
1627;Wasser (Emm.);Wasser (Emm.);48.098269;7.856813
1628;Wasser (Meßk.);Wasser (Meßk.);47.96422;9.094972
1629;Watterdgn;Watterdingen;47.8381415;8.7002349
1630;Wehr;Wehr;47.6286078;7.9046417
1631;Wehrhalden;Wehrhalden;47.7016899;8.0087965
1632;Weier;Weier;48.4977072;7.9193502
1633;Weiher;Weiher;49.1795983;8.6187947
1634;Weil (Engen);Weil (Engen);47.81957;8.704351
1635;Weil a. Rh.;Weil a. Rh.;47.5932802;7.6116133
1636;Weild.;Weildorf;47.790727;9.303504
1637;Weiler (Kinzigt.);Weiler (Kinzigt.);48.287759;8.111497
1638;Weiler (Konst.);Weiler (Konst.);47.707221;8.953125
1639;Weiler (Pforzh.);Weiler (Pforzh.);48.887883;8.545863
1640;Weiler (Sinsh.);Weiler (Sinsh.);49.21043;8.875577
1641;Weiler (Vill.);Weiler (Vill.);47.9228914;8.3551448
1642;Weilersb.;Weilersbach;48.0951161;8.505789
1643;Weilhm;Weilheim;47.6582006;8.2413047
1644;Weingarten;Weingarten;49.05303;8.52437
1645;Weinhm;Weinheim;49.5462349;8.6717458
1646;Weisenb.;Weisenbach;48.729678;8.353855
1647;Weißenb.;Weißenbach;48.11381;8.195506
1648;Weißenstein;Weißenstein;48.870562;8.68766
1649;Weisweil (Emm.);Weisweil (Emm.);48.200725;7.675384
1650;Weisweil (Waldsh.);Weisweil (Waldsh.);47.64529;8.458897
1651;Weitenau;Weitenau;47.6792504;7.7655144
1652;Weitenung;Weitenung;48.7413509;8.12918
1653;Weiterdgn;Weiterdingen;47.7975616;8.7681022
1654;Weizen;Weizen;47.779172;8.4631319
1655;Wellendgn;Wellendingen;47.797518;8.35179
1656;Welmlgn;Welmlingen;47.6900902;7.5618118
1657;Welschensteinach;Welschensteinach;48.2744343;8.0177401
1658;Welschgn;Welschingen;47.8248509;8.7581569
1659;Welschneureut (= Neureut);Welschneureut (auch Neureut);49.04581;8.378385
1660;Wemb.;Wembach;47.7734267;7.8877496
1661;Wendlgn;Wendlingen;47.9769951;7.7943078
1662;Wenkhm;Wenkheim;49.6999448;9.7035442
1663;Werb.;Werbach;49.6702181;9.6417327
1664;Werbachhsn;Werbachhausen;49.6806448;9.6800675
1665;Werthm;Wertheim;49.7599825;9.5166598
1666;Wessent.;Wessental;49.7302214;9.4120638
1667;Wettelbrunn;Wettelbrunn;47.8726215;7.694279308
1669;Wettersd.;Wettersdorf;49.6329693;9.3864044
1670;Wieblgn;Wieblingen;49.423851;8.648492
1671;Wiechs (Hegau);Wiechs (Hegau);47.815796;8.906483
1672;Wiechs a. R.;Wiechs a. R.;47.7831764;8.6350312
1673;Wiechs (Schopfh.);Wiechs (Schopfh.);47.63667;7.81339
1674;Wieden;Wieden;47.8407841;7.880116
1675;Wiedenfelsen;Wiedenfelsen;48.66069805;8.220515249
1676;Wiehre;Wiehre;47.9852867;7.8487755
1677;Wieladgn;Wieladingen;47.5980233;7.9955692
1678;Wies;Wies;47.7493565;7.7689701
1679;Wiesenb.;Wiesenbach;49.3614;8.80361
1680;Wiesent.;Wiesental;49.224724;8.520803
1681;Wieslet;Wieslet;47.6886775;7.7980867
1682;Wiesloch;Wiesloch;49.2942599;8.698707
1683;Wildgutach;Wildgutach;48.0318776;8.1159998
1684;Wildt.;Wildtal;48.0341207;7.8775995
1685;Wilferdgn;Wilferdingen;48.947035;8.574322
1686;Wilfgn;Wilfingen;47.6688083;8.1027152
1687;Wilhelmsf.;Wilhelmsfeld;49.4676293;8.7584436
1688;Willargn;Willaringen;47.605586;7.9726551
1689;Willmendgn;Willmendingen;47.639217;8.354185
1690;Willstätt;Willstätt;48.5415314;7.8934991
1691;Winden;Winden;48.768238;8.184295
1692;Windenr.;Windenreute;48.116298;7.880067
1693;Windischbuch;Windischbuch;49.4357422;9.6223681
1694;Windschläg;Windschläg;48.5156179;7.957775
1695;Wintersd.;Wintersdorf;48.8455231;8.1357373
1696;Winterspüren;Winterspüren;47.8570982;9.0591453
1697;Wintersulgen;Wintersulgen;47.8346665;9.3388926
1698;Winterswlr;Wintersweiler;47.6741329;7.5678981
1699;Winzenhfn;Winzenhofen;49.3561105;9.5700726
1700;Wittelb.;Wittelbach;48.2927946;7.9500407
1701;Wittenhfn;Wittenhofen;47.7826098;9.3903604
1702;Wittenschwand;Wittenschwand;47.7299948;8.0989738
1703;Wittent.;Wittental;47.9925387;7.9467565
1704;Wittenw.;Wittenweier;48.3288204;7.7572192
1705;Wittichen;Wittichen;48.3381613;8.3434345
1706;Wittlekofen;Wittlekofen;47.7830143;8.3445753
1707;Wittlgn;Wittlingen;47.6558635;7.6498364
1708;Wittnau;Wittnau;47.9462735;7.814375
1709;Wölchgn;Wölchingen;49.485295;9.630452
1710;Wolfach;Wolfach;48.298387;8.221722
1711;Wolfartsw.;Wolfartsweier;48.977594;8.456873
1712;Wolfenwlr;Wolfenweiler;47.962979;7.762991
1713;Wolfhag;Wolfhag;48.545187;8.086423
1714;Wollb.;Wollbach;47.668877;7.649916
1715;Wollenbg;Wollenberg;49.290855;9.035513
1716;Wollmatgn;Wollmatingen;47.691137;9.148113
1717;Wolpadgn;Wolpadingen;47.699501;8.10523
1718;Wolterdgn;Wolterdingen;47.968701;8.427239
1719;Worblgn;Worblingen;47.72662;8.860008
1720;Wornd.;Worndorf;47.987708;8.998733
1721;Wöschb.;Wöschbach;49.00123;8.56627
1722;Wössgn;Wössingen;49.0108681;8.6104294
1723;Würm;Würm;48.857544;8.736924
1724;Würmershm;Würmersheim;48.9390513;8.2546132
1725;Wutöschgn;Wutöschingen;47.6596219;8.3651806
1726;Wyhl;Wyhl;48.164395;7.649331
1727;Wyhlen;Wyhlen;47.5487995;7.691887
1728;Yach;Yach;48.1592947;8.0910055
1729;Zährgn;Zähringen;48.0231488;7.8601394
1730;Zaisenhsn;Zaisenhausen;49.106738;8.8128458
1731;Zarten;Zarten;47.9770172;7.9492262
1732;Zastler;Zastler;47.9242148;7.9856664
1733;Zell (Bühl);Zell (Bühl);47.968029;9.258111
1734;Zell a. A.;Zell a. A.;47.9707532;9.25973017
1735;Zell a. H.;Zell a. H.;48.3718938;8.1225352
1736;Zell i. W.;Zell i. W.;47.7054471;7.8476208
1737;Zell-Weierb.;Zell-Weierbach;48.4736933;7.9901497
1738;Zeutern;Zeutern;49.1764665;8.6751987
1739;Ziegelhsn;Ziegelhausen;49.4216102;8.756893
1740;Zienken;Zienken;47.8418331;7.5776267
1741;Zierolshfn;Zierolshofen;48.6089658;7.9034125
1742;Zimmerholz;Zimmerholz;47.8674295;8.742626
1743;Zimmern (Buchen);Zimmern (Buchen);49.43129;9.370603
1744;Zimmern (Donau);Zimmern (Donau);47.934656;8.709588
1745;Zimmern (Tbb.);Zimmern (Tbb.);49.59714;9.78619
1746;Zizenhsn;Zizenhausen;47.8765812;8.9980364
1747;Zoznegg;Zoznegg;47.8993292;9.0410759
1748;Zunsw.;Zunsweier;48.424311;7.9488685
1749;Zunzgn;Zunzingen;47.820754;7.652587
1750;Zusenhfn;Zusenhofen;48.5487338;8.0175996
1751;Zuwald;Zuwald;48.397196;8.1821499
1752;Zuzenhsn;Zuzenhausen;49.2967457;8.825661
1753;Albert;Albert;47.586164;8.109444
1754;Burkhm (Breis.);Burkheim;48.1013025;7.598503
1755;Donauesch.;Donaueschingen;47.9534194;8.4959257
1756;Ehrenst.;Ehrenstetten;47.9137674;7.7525887
1757;Erlenbach (Boxb.);Erlenbach;49.38544;9.54991
1758;Ettenhm;Ettenheim;48.2552348;7.81349
1759;Fröhnd (Schön.);Fröhnd;47.7587351;7.8839181
1760;Gersbach (Schopf.);Gersbach;47.6975505;7.9326403
1761;Graben (Karlsr.);Graben;49.15687;8.482734
1762;Grafenhsn (Ettenhm);Grafenhausen (Lahr);48.28427;7.76678
1763;Grenzach;Grenzach-Wyhlen;47.5528548;7.6737981
1764;Grißhm (Stauf.);Grißheim;47.8720469;7.5904683
1765;Hagnau a. B.;Hagnau;47.6749642;9.3161678
1766;Harthm (Stauf.);Hartheim (Freib.);47.93333;7.63333
1767;Heckfeld;Heckfeld;49.5514466;9.6364892
1768;Heidelb.;Heidelberg;49.4093582;8.694724
1769;Herbolz. (Emmend.);Herbolzheim a. d. Bleich;48.21884;7.77746
1770;Hofstetten i. K.;Hofstetten;48.2589583;8.0677539
1771;Jestetten;Jestetten;47.65;8.56667
1772;Kaltbrunn (Wolf.);Kaltbrunn;48.346109;8.352346
1773;Kleinlauf.;Kleinlaufenburg;47.5671976;8.0599414
1774;Langenbach b. Vöhrenb.;Langenbach (Vill.);48.05404;8.300155
1775;Neuhsn (Pforzhm);Neuhausen (Pforzh.);48.792825;8.778641
1776;Neukirch;Neukirch;48.02533;8.173631
1777;Oberw. (Rast.);Oberweier (Rast.);48.84651;8.307167
1778;Schielberg;Schielberg;48.84312;8.447876
1779;Schlossau (Buchen);Schloßau;49.5389678;9.1533884
1780;Schöllbronn (Ettl.);Schöllbronn;48.895883;8.418194
1781;Schweighsn (Lahr);Schweighausen;48.2194402;7.9661577
1782;St. Georgen i. Br.;St. Georgen (Freib.);47.981063;7.800888
1783;Stein (Brett.);Stein (Pforzh.);48.962774;8.63971
1784;Tauberb.;Tauberbischofsheim;49.622913;9.662477
1785;Ueberl. a. B.;Überlingen a. B.;47.766944;9.162036
1786;Überl. a. B.;Überlingen a. B.;47.766944;9.162036
1787;Unteralpfen;Unteralpfen;47.6469308;8.1320457
1788;Unterbaldgn;Unterbaldingen;47.9688506;8.6138255
1789;Unterlauchrgn;Unterlauchringen;47.6298972;8.306192367
1790;Waltershofen;Waltershofen;48.024099;7.719295
1791;Wasenw.;Wasenweiler;48.0512375;7.6806838
1792;Zell (Pfull.);Zell a. A.;47.9707532;9.25973017
1793;Zell (Offenb.);Zell-Weierbach;48.4736933;7.9901497
1794;Sasbachr;Sasbachried;48.6573417;8.084514
1794;Staufen (Neumagen);Staufen (Breisg.);47.881675;7.731399
1795;Wolfenw;Wolfenweiler;47.962979;7.762991
1796;Bickensol;Bickensohl;48.0772614;7.6468589
1797;Boxb;Boxberg;49.4811419;9.6412157
1798;Haslach (Kinzig);Haslach i. K.;48.27773;8.08941
1799;Hausen (Schopfhm);Hausen i. W.;47.68128;7.83986
1800;Immenst;Immenstaad;47.666574;9.365216
1801;Kirchen (Lörrach);Kirchen (Efrgn);47.647711;7.567849
1802;Maulb;Maulburg;47.6415301;7.7795147
1803;Menzenschw;Menzenschwand;47.817637;8.070735
1803;O.Schopf;Oberschopfheim;48.3967513;7.9027713
1804;Ottoschw.;Ottoschwanden;48.1867645;7.897709
1805;Gutach (Wolf.);Gutach a. d. Schwwaldb.;48.24844;8.21293
1806;Kippenhmwlr;Kippenheimweiler;48.3182043;7.8051884
1807;Welschenstein;Welschensteinach;48.2744343;8.0177401
1808;Wolf.;Wolfach;48.298387;8.221722
1809;Buggenr;Buggenried;47.74531;8.2504048
1810;Ludwigsh;Ludwigshafen;47.8177978;9.056572
1811;Mühlgn (Stockach);Mühlingen;47.9122569;9.0165311
1812;Urfar;Urphar;49.7482509;9.5740266
1813;Göschw.;Göschweiler;47.8582957;8.311165
